Fecha,Temp_Max,Temp_Min,Ubicacion
2022-09-20,20.0,12.4,Lima
2022-09-21,19.5,13.3,Lima
2022-09-22,19.3,12.5,Lima
2022-09-23,20.0,13.4,Lima
2022-09-24,20.7,12.5,Lima
2022-09-25,20.0,12.8,Lima
2022-09-26,17.2,12.3,Lima
2022-09-27,17.7,13.7,Lima
2022-09-28,18.4,13.8,Lima
2022-09-29,19.1,12.9,Lima
2022-09-30,19.6,13.1,Lima
2022-10-01,18.3,11.9,Lima
2022-10-02,19.3,12.8,Lima
2022-10-03,18.3,13.0,Lima
2022-10-04,18.5,15.2,Lima
2022-10-05,17.7,12.2,Lima
2022-10-06,18.2,14.2,Lima
2022-10-07,17.8,13.8,Lima
2022-10-08,18.2,13.3,Lima
2022-10-09,20.2,14.4,Lima
2022-10-10,18.2,13.3,Lima
2022-10-11,21.8,13.3,Lima
2022-10-12,19.7,13.0,Lima
2022-10-13,19.4,14.0,Lima
2022-10-14,18.4,13.9,Lima
2022-10-15,20.0,12.5,Lima
2022-10-16,18.7,11.9,Lima
2022-10-17,19.5,12.8,Lima
2022-10-18,21.9,12.4,Lima
2022-10-19,19.3,12.9,Lima
2022-10-20,20.6,14.0,Lima
2022-10-21,18.7,12.6,Lima
2022-10-22,19.4,13.0,Lima
2022-10-23,21.3,13.1,Lima
2022-10-24,18.9,13.7,Lima
2022-10-25,21.4,11.2,Lima
2022-10-26,20.3,12.5,Lima
2022-10-27,19.0,13.2,Lima
2022-10-28,20.3,14.0,Lima
2022-10-29,20.6,12.6,Lima
2022-10-30,20.3,11.5,Lima
2022-10-31,18.2,13.5,Lima
2022-11-01,19.0,12.5,Lima
2022-11-02,19.6,12.1,Lima
2022-11-03,19.8,12.6,Lima
2022-11-04,20.5,12.9,Lima
2022-11-05,20.1,12.6,Lima
2022-11-06,18.6,11.3,Lima
2022-11-07,20.4,13.8,Lima
2022-11-08,20.6,14.1,Lima
2022-11-09,20.6,13.7,Lima
2022-11-10,21.2,12.2,Lima
2022-11-11,21.0,13.0,Lima
2022-11-12,20.7,13.2,Lima
2022-11-13,20.2,13.7,Lima
2022-11-14,18.6,13.7,Lima
2022-11-15,20.7,12.6,Lima
2022-11-16,20.6,13.3,Lima
2022-11-17,20.7,13.6,Lima
2022-11-18,19.2,14.4,Lima
2022-11-19,19.4,13.9,Lima
2022-11-20,21.6,13.9,Lima
2022-11-21,20.5,13.4,Lima
2022-11-22,21.3,14.5,Lima
2022-11-23,20.7,13.7,Lima
2022-11-24,20.7,12.7,Lima
2022-11-25,21.7,14.5,Lima
2022-11-26,20.3,14.0,Lima
2022-11-27,21.0,13.1,Lima
2022-11-28,20.4,13.1,Lima
2022-11-29,20.5,13.7,Lima
2022-11-30,20.7,13.9,Lima
2022-12-01,21.3,13.7,Lima
2022-12-02,20.6,13.8,Lima
2022-12-03,22.4,14.9,Lima
2022-12-04,20.3,14.5,Lima
2022-12-05,21.1,13.8,Lima
2022-12-06,20.9,14.4,Lima
2022-12-07,22.8,12.9,Lima
2022-12-08,21.6,14.0,Lima
2022-12-09,22.5,15.2,Lima
2022-12-10,20.0,13.6,Lima
2022-12-11,21.8,13.1,Lima
2022-12-12,22.5,13.3,Lima
2022-12-13,21.7,13.0,Lima
2022-12-14,22.8,13.2,Lima
2022-12-15,21.2,13.6,Lima
2022-12-16,23.2,12.8,Lima
2022-12-17,24.2,14.0,Lima
2022-12-18,21.6,14.7,Lima
2022-12-19,21.5,13.3,Lima
2022-12-20,23.5,15.3,Lima
2022-12-21,23.7,14.5,Lima
2022-12-22,21.6,14.9,Lima
2022-12-23,21.8,13.6,Lima
2022-12-24,21.9,14.9,Lima
2022-12-25,20.9,13.3,Lima
2022-12-26,21.4,15.0,Lima
2022-12-27,21.4,14.4,Lima
2022-12-28,21.7,14.7,Lima
2022-12-29,22.4,13.4,Lima
2022-12-30,22.8,13.7,Lima
2022-12-31,24.1,14.9,Lima
2023-01-01,21.6,13.7,Lima
2023-01-02,23.7,14.8,Lima
2023-01-03,22.5,13.4,Lima
2023-01-04,22.7,15.2,Lima
2023-01-05,23.5,13.6,Lima
2023-01-06,21.8,15.1,Lima
2023-01-07,23.3,15.1,Lima
2023-01-08,23.2,14.1,Lima
2023-01-09,23.5,15.2,Lima
2023-01-10,23.4,15.0,Lima
2023-01-11,25.6,14.3,Lima
2023-01-12,22.5,14.0,Lima
2023-01-13,22.7,13.3,Lima
2023-01-14,22.7,15.2,Lima
2023-01-15,22.8,13.7,Lima
2023-01-16,22.7,15.0,Lima
2023-01-17,24.6,14.8,Lima
2023-01-18,24.9,15.6,Lima
2023-01-19,22.9,14.8,Lima
2023-01-20,22.7,14.8,Lima
2023-01-21,24.1,15.7,Lima
2023-01-22,23.1,15.4,Lima
2023-01-23,24.3,15.4,Lima
2023-01-24,23.9,15.6,Lima
2023-01-25,22.3,14.0,Lima
2023-01-26,25.4,15.9,Lima
2023-01-27,25.6,15.8,Lima
2023-01-28,23.3,14.5,Lima
2023-01-29,23.5,15.2,Lima
2023-01-30,24.3,15.4,Lima
2023-01-31,24.3,15.4,Lima
2023-02-01,24.7,15.8,Lima
2023-02-02,26.1,16.7,Lima
2023-02-03,23.9,16.4,Lima
2023-02-04,23.4,14.5,Lima
2023-02-05,22.8,16.1,Lima
2023-02-06,23.5,16.7,Lima
2023-02-07,24.2,16.0,Lima
2023-02-08,26.1,16.6,Lima
2023-02-09,23.8,17.4,Lima
2023-02-10,24.6,16.6,Lima
2023-02-11,24.4,16.0,Lima
2023-02-12,25.6,16.7,Lima
2023-02-13,27.0,16.0,Lima
2023-02-14,24.0,15.9,Lima
2023-02-15,24.0,15.7,Lima
2023-02-16,25.6,17.2,Lima
2023-02-17,25.2,15.3,Lima
2023-02-18,26.4,17.3,Lima
2023-02-19,25.2,16.5,Lima
2023-02-20,24.3,15.0,Lima
2023-02-21,25.3,16.4,Lima
2023-02-22,25.8,14.5,Lima
2023-02-23,25.5,16.7,Lima
2023-02-24,25.2,16.9,Lima
2023-02-25,25.8,15.8,Lima
2023-02-26,25.9,16.4,Lima
2023-02-27,26.2,17.8,Lima
2023-02-28,25.5,15.9,Lima
2023-03-01,24.7,15.5,Lima
2023-03-02,25.0,17.5,Lima
2023-03-03,26.1,18.0,Lima
2023-03-04,24.1,16.4,Lima
2023-03-05,25.3,17.2,Lima
2023-03-06,24.5,17.5,Lima
2023-03-07,24.9,15.9,Lima
2023-03-08,26.2,16.1,Lima
2023-03-09,25.1,17.5,Lima
2023-03-10,25.0,17.9,Lima
2023-03-11,23.6,17.0,Lima
2023-03-12,25.7,15.9,Lima
2023-03-13,25.6,18.2,Lima
2023-03-14,27.1,16.2,Lima
2023-03-15,24.7,16.4,Lima
2023-03-16,25.2,16.9,Lima
2023-03-17,25.2,17.9,Lima
2023-03-18,26.6,17.4,Lima
2023-03-19,24.9,17.1,Lima
2023-03-20,25.3,17.1,Lima
2023-03-21,25.6,16.8,Lima
2023-03-22,25.2,17.2,Lima
2023-03-23,24.6,14.8,Lima
2023-03-24,25.2,16.6,Lima
2023-03-25,26.1,17.0,Lima
2023-03-26,24.0,15.9,Lima
2023-03-27,25.1,17.2,Lima
2023-03-28,24.3,16.7,Lima
2023-03-29,26.2,18.3,Lima
2023-03-30,23.4,18.1,Lima
2023-03-31,24.4,16.5,Lima
2023-04-01,25.3,16.8,Lima
2023-04-02,26.5,16.9,Lima
2023-04-03,24.9,16.6,Lima
2023-04-04,24.4,17.1,Lima
2023-04-05,26.8,16.3,Lima
2023-04-06,23.4,16.0,Lima
2023-04-07,22.7,17.5,Lima
2023-04-08,25.3,17.5,Lima
2023-04-09,24.3,16.3,Lima
2023-04-10,23.8,17.7,Lima
2023-04-11,25.5,16.5,Lima
2023-04-12,25.0,17.2,Lima
2023-04-13,24.2,17.6,Lima
2023-04-14,23.5,17.0,Lima
2023-04-15,25.6,17.4,Lima
2023-04-16,25.3,16.6,Lima
2023-04-17,24.6,16.8,Lima
2023-04-18,26.5,16.8,Lima
2023-04-19,23.6,16.4,Lima
2023-04-20,23.1,16.9,Lima
2023-04-21,23.9,15.8,Lima
2023-04-22,24.5,16.6,Lima
2023-04-23,24.8,16.8,Lima
2023-04-24,24.3,16.8,Lima
2023-04-25,24.8,16.8,Lima
2023-04-26,23.2,16.9,Lima
2023-04-27,25.8,17.4,Lima
2023-04-28,24.3,17.7,Lima
2023-04-29,25.5,16.4,Lima
2023-04-30,24.6,16.0,Lima
2023-05-01,24.7,16.1,Lima
2023-05-02,24.8,16.6,Lima
2023-05-03,24.7,16.7,Lima
2023-05-04,24.8,16.3,Lima
2023-05-05,25.5,15.9,Lima
2023-05-06,24.3,16.5,Lima
2023-05-07,24.8,17.0,Lima
2023-05-08,23.9,17.4,Lima
2023-05-09,25.4,16.4,Lima
2023-05-10,23.3,16.5,Lima
2023-05-11,25.7,16.1,Lima
2023-05-12,23.8,16.8,Lima
2023-05-13,22.4,16.1,Lima
2023-05-14,23.9,17.3,Lima
2023-05-15,23.1,15.4,Lima
2023-05-16,24.5,16.5,Lima
2023-05-17,23.0,17.0,Lima
2023-05-18,23.2,16.9,Lima
2023-05-19,21.7,18.9,Lima
2023-05-20,23.1,17.0,Lima
2023-05-21,21.1,15.9,Lima
2023-05-22,21.9,16.6,Lima
2023-05-23,24.2,15.2,Lima
2023-05-24,24.1,16.6,Lima
2023-05-25,23.7,16.0,Lima
2023-05-26,22.3,17.3,Lima
2023-05-27,23.2,16.1,Lima
2023-05-28,23.2,16.5,Lima
2023-05-29,22.0,16.0,Lima
2023-05-30,24.6,17.9,Lima
2023-05-31,23.9,16.2,Lima
2023-06-01,22.7,17.9,Lima
2023-06-02,22.9,17.1,Lima
2023-06-03,23.1,16.8,Lima
2023-06-04,20.8,16.7,Lima
2023-06-05,22.5,16.7,Lima
2023-06-06,22.0,14.8,Lima
2023-06-07,21.7,16.1,Lima
2023-06-08,22.3,17.0,Lima
2023-06-09,24.4,16.2,Lima
2023-06-10,23.2,15.1,Lima
2023-06-11,21.9,16.2,Lima
2023-06-12,23.0,17.6,Lima
2023-06-13,23.8,17.2,Lima
2023-06-14,23.2,16.1,Lima
2023-06-15,22.3,16.9,Lima
2023-06-16,21.6,15.8,Lima
2023-06-17,22.9,14.7,Lima
2023-06-18,22.5,15.3,Lima
2023-06-19,22.9,17.2,Lima
2023-06-20,22.6,15.7,Lima
2023-06-21,23.0,15.7,Lima
2023-06-22,21.4,15.7,Lima
2023-06-23,23.2,17.4,Lima
2023-06-24,22.0,17.1,Lima
2023-06-25,23.8,17.6,Lima
2023-06-26,21.0,15.6,Lima
2023-06-27,23.4,16.0,Lima
2023-06-28,21.8,14.5,Lima
2023-06-29,20.9,16.9,Lima
2023-06-30,21.0,14.7,Lima
2023-07-01,21.1,15.8,Lima
2023-07-02,21.8,14.7,Lima
2023-07-03,21.9,15.1,Lima
2023-07-04,20.7,14.8,Lima
2023-07-05,21.2,15.0,Lima
2023-07-06,23.3,15.0,Lima
2023-07-07,22.9,15.0,Lima
2023-07-08,21.5,16.0,Lima
2023-07-09,21.1,14.5,Lima
2023-07-10,21.1,15.5,Lima
2023-07-11,21.6,16.3,Lima
2023-07-12,19.9,14.8,Lima
2023-07-13,20.6,14.6,Lima
2023-07-14,19.1,15.0,Lima
2023-07-15,21.1,16.1,Lima
2023-07-16,21.3,15.3,Lima
2023-07-17,20.2,14.6,Lima
2023-07-18,22.2,15.4,Lima
2023-07-19,19.3,14.1,Lima
2023-07-20,19.1,15.5,Lima
2023-07-21,20.7,15.3,Lima
2023-07-22,21.5,14.7,Lima
2023-07-23,22.1,14.2,Lima
2023-07-24,19.9,14.1,Lima
2023-07-25,21.4,15.2,Lima
2023-07-26,20.2,15.7,Lima
2023-07-27,20.0,14.2,Lima
2023-07-28,21.1,15.1,Lima
2023-07-29,20.8,13.0,Lima
2023-07-30,18.5,14.2,Lima
2023-07-31,21.5,14.6,Lima
2023-08-01,21.4,13.8,Lima
2023-08-02,19.4,13.8,Lima
2023-08-03,20.3,14.0,Lima
2023-08-04,20.4,14.7,Lima
2023-08-05,20.1,14.3,Lima
2023-08-06,19.3,12.6,Lima
2023-08-07,19.1,12.7,Lima
2023-08-08,19.7,13.8,Lima
2023-08-09,20.9,14.7,Lima
2023-08-10,20.2,12.1,Lima
2023-08-11,19.3,13.8,Lima
2023-08-12,20.4,13.8,Lima
2023-08-13,16.7,15.3,Lima
2023-08-14,20.7,13.8,Lima
2023-08-15,17.8,14.4,Lima
2023-08-16,19.1,14.2,Lima
2023-08-17,18.4,12.3,Lima
2023-08-18,18.2,14.6,Lima
2023-08-19,20.6,14.2,Lima
2023-08-20,18.9,14.4,Lima
2023-08-21,19.7,17.1,Lima
2023-08-22,19.3,12.2,Lima
2023-08-23,19.8,15.2,Lima
2023-08-24,19.4,13.6,Lima
2023-08-25,18.0,14.0,Lima
2023-08-26,20.3,13.7,Lima
2023-08-27,18.7,13.4,Lima
2023-08-28,17.7,13.3,Lima
2023-08-29,18.8,14.0,Lima
2023-08-30,20.7,12.5,Lima
2023-08-31,20.0,14.3,Lima
2023-09-01,18.8,13.3,Lima
2023-09-02,18.8,12.7,Lima
2023-09-03,18.8,13.2,Lima
2023-09-04,21.2,14.6,Lima
2023-09-05,19.5,13.1,Lima
2023-09-06,19.5,13.8,Lima
2023-09-07,20.1,12.9,Lima
2023-09-08,19.3,14.1,Lima
2023-09-09,18.8,14.0,Lima
2023-09-10,18.8,14.9,Lima
2023-09-11,19.0,13.3,Lima
2023-09-12,19.0,13.9,Lima
2023-09-13,19.7,13.4,Lima
2023-09-14,19.1,14.4,Lima
2023-09-15,19.7,12.7,Lima
2023-09-16,18.9,13.9,Lima
2023-09-17,19.1,13.1,Lima
2023-09-18,17.0,13.2,Lima
2023-09-19,19.9,13.3,Lima
2023-09-20,19.3,13.4,Lima
2023-09-21,20.0,13.1,Lima
2023-09-22,16.1,13.4,Lima
2023-09-23,21.1,14.5,Lima
2023-09-24,18.9,14.0,Lima
2023-09-25,20.1,13.9,Lima
2023-09-26,18.0,12.8,Lima
2023-09-27,19.6,12.4,Lima
2023-09-28,18.0,13.9,Lima
2023-09-29,18.4,13.8,Lima
2023-09-30,21.0,14.3,Lima
2023-10-01,18.9,12.6,Lima
2023-10-02,19.3,12.9,Lima
2023-10-03,20.0,11.8,Lima
2023-10-04,19.6,12.7,Lima
2023-10-05,19.3,13.8,Lima
2023-10-06,19.5,12.7,Lima
2023-10-07,21.5,13.6,Lima
2023-10-08,19.1,12.9,Lima
2023-10-09,19.4,13.3,Lima
2023-10-10,20.2,12.1,Lima
2023-10-11,20.3,13.1,Lima
2023-10-12,20.4,10.6,Lima
2023-10-13,19.9,12.9,Lima
2023-10-14,18.1,11.7,Lima
2023-10-15,20.9,14.0,Lima
2023-10-16,18.2,13.6,Lima
2023-10-17,19.6,13.4,Lima
2023-10-18,18.6,14.2,Lima
2023-10-19,19.3,12.2,Lima
2023-10-20,19.7,14.4,Lima
2023-10-21,19.8,13.7,Lima
2023-10-22,19.9,12.8,Lima
2023-10-23,21.1,13.9,Lima
2023-10-24,20.0,12.1,Lima
2023-10-25,19.3,12.4,Lima
2023-10-26,20.5,12.5,Lima
2023-10-27,20.8,12.6,Lima
2023-10-28,18.4,12.2,Lima
2023-10-29,20.3,14.0,Lima
2023-10-30,20.4,12.8,Lima
2023-10-31,19.4,13.3,Lima
2023-11-01,21.1,12.6,Lima
2023-11-02,19.7,11.6,Lima
2023-11-03,20.0,13.3,Lima
2023-11-04,19.7,11.6,Lima
2023-11-05,19.9,13.0,Lima
2023-11-06,18.9,12.0,Lima
2023-11-07,18.6,14.7,Lima
2023-11-08,21.6,13.9,Lima
2023-11-09,19.2,13.2,Lima
2023-11-10,19.1,14.2,Lima
2023-11-11,18.0,12.5,Lima
2023-11-12,19.6,13.6,Lima
2023-11-13,18.9,13.4,Lima
2023-11-14,21.9,13.4,Lima
2023-11-15,21.3,14.2,Lima
2023-11-16,19.7,13.8,Lima
2023-11-17,22.7,13.5,Lima
2023-11-18,21.4,11.9,Lima
2023-11-19,20.2,12.5,Lima
2023-11-20,18.0,13.2,Lima
2023-11-21,22.9,13.4,Lima
2023-11-22,19.2,12.4,Lima
2023-11-23,19.0,15.3,Lima
2023-11-24,21.7,14.6,Lima
2023-11-25,23.2,13.9,Lima
2023-11-26,22.2,13.5,Lima
2023-11-27,21.4,13.3,Lima
2023-11-28,21.5,12.7,Lima
2023-11-29,21.8,13.6,Lima
2023-11-30,21.8,13.7,Lima
2023-12-01,21.3,12.5,Lima
2023-12-02,21.2,13.8,Lima
2023-12-03,21.1,13.5,Lima
2023-12-04,20.4,12.1,Lima
2023-12-05,21.0,12.9,Lima
2023-12-06,19.6,13.3,Lima
2023-12-07,21.3,15.2,Lima
2023-12-08,20.4,14.2,Lima
2023-12-09,20.4,12.7,Lima
2023-12-10,21.7,14.2,Lima
2023-12-11,22.9,12.6,Lima
2023-12-12,22.5,14.7,Lima
2023-12-13,20.1,13.5,Lima
2023-12-14,20.7,13.8,Lima
2023-12-15,22.7,15.0,Lima
2023-12-16,20.8,12.9,Lima
2023-12-17,21.6,12.8,Lima
2023-12-18,22.5,13.5,Lima
2023-12-19,21.0,14.9,Lima
2023-12-20,22.1,12.8,Lima
2023-12-21,20.7,11.8,Lima
2023-12-22,21.5,13.8,Lima
2023-12-23,22.5,14.6,Lima
2023-12-24,20.6,15.1,Lima
2023-12-25,22.7,13.8,Lima
2023-12-26,22.3,13.9,Lima
2023-12-27,22.9,15.2,Lima
2023-12-28,22.7,12.8,Lima
2023-12-29,23.8,14.0,Lima
2023-12-30,22.7,14.5,Lima
2023-12-31,22.2,14.8,Lima
2024-01-01,22.8,14.0,Lima
2024-01-02,23.2,14.5,Lima
2024-01-03,22.8,12.5,Lima
2024-01-04,22.8,14.0,Lima
2024-01-05,22.1,14.9,Lima
2024-01-06,22.2,13.8,Lima
2024-01-07,21.5,14.7,Lima
2024-01-08,24.7,15.0,Lima
2024-01-09,21.8,14.4,Lima
2024-01-10,22.4,14.9,Lima
2024-01-11,22.4,14.0,Lima
2024-01-12,24.1,14.6,Lima
2024-01-13,22.9,15.3,Lima
2024-01-14,24.5,15.0,Lima
2024-01-15,22.7,14.4,Lima
2024-01-16,23.7,15.1,Lima
2024-01-17,22.6,15.6,Lima
2024-01-18,25.6,13.4,Lima
2024-01-19,22.3,16.0,Lima
2024-01-20,23.9,14.8,Lima
2024-01-21,24.2,15.5,Lima
2024-01-22,24.1,16.1,Lima
2024-01-23,23.5,14.1,Lima
2024-01-24,23.6,14.7,Lima
2024-01-25,23.8,15.0,Lima
2024-01-26,23.7,14.7,Lima
2024-01-27,24.8,16.7,Lima
2024-01-28,26.1,14.7,Lima
2024-01-29,23.4,15.0,Lima
2024-01-30,22.6,15.6,Lima
2024-01-31,23.9,14.5,Lima
2024-02-01,26.6,15.2,Lima
2024-02-02,23.3,15.8,Lima
2024-02-03,25.8,15.3,Lima
2024-02-04,25.8,15.5,Lima
2024-02-05,23.6,15.2,Lima
2024-02-06,24.8,14.4,Lima
2024-02-07,25.9,16.0,Lima
2024-02-08,23.9,17.1,Lima
2024-02-09,24.1,15.8,Lima
2024-02-10,23.8,16.0,Lima
2024-02-11,23.4,16.4,Lima
2024-02-12,23.8,14.8,Lima
2024-02-13,23.2,17.2,Lima
2024-02-14,24.5,16.1,Lima
2024-02-15,23.7,17.2,Lima
2024-02-16,24.8,15.4,Lima
2024-02-17,23.0,17.5,Lima
2024-02-18,24.9,16.7,Lima
2024-02-19,25.5,16.5,Lima
2024-02-20,22.6,16.3,Lima
2024-02-21,25.0,15.9,Lima
2024-02-22,25.9,17.1,Lima
2024-02-23,23.5,16.3,Lima
2024-02-24,26.4,14.6,Lima
2024-02-25,25.2,15.3,Lima
2024-02-26,24.1,16.1,Lima
2024-02-27,24.7,16.5,Lima
2024-02-28,25.4,16.3,Lima
2024-02-29,24.9,17.3,Lima
2024-03-01,25.4,14.8,Lima
2024-03-02,23.9,16.5,Lima
2024-03-03,25.0,15.0,Lima
2024-03-04,23.5,17.0,Lima
2024-03-05,24.8,16.4,Lima
2024-03-06,24.0,16.8,Lima
2024-03-07,24.2,15.8,Lima
2024-03-08,26.2,17.6,Lima
2024-03-09,26.0,17.4,Lima
2024-03-10,25.6,17.0,Lima
2024-03-11,23.9,16.5,Lima
2024-03-12,24.7,17.1,Lima
2024-03-13,26.2,16.1,Lima
2024-03-14,25.1,17.3,Lima
2024-03-15,27.3,18.0,Lima
2024-03-16,25.4,17.5,Lima
2024-03-17,25.2,16.1,Lima
2024-03-18,24.7,17.0,Lima
2024-03-19,25.1,15.7,Lima
2024-03-20,24.8,17.2,Lima
2024-03-21,25.7,17.1,Lima
2024-03-22,26.0,15.3,Lima
2024-03-23,24.2,15.9,Lima
2024-03-24,23.7,16.6,Lima
2024-03-25,23.2,16.6,Lima
2024-03-26,25.5,15.9,Lima
2024-03-27,23.9,17.2,Lima
2024-03-28,22.8,17.1,Lima
2024-03-29,25.4,16.7,Lima
2024-03-30,27.4,16.3,Lima
2024-03-31,24.9,17.7,Lima
2024-04-01,25.8,18.2,Lima
2024-04-02,25.0,16.5,Lima
2024-04-03,24.8,16.4,Lima
2024-04-04,25.8,17.3,Lima
2024-04-05,24.6,16.7,Lima
2024-04-06,25.1,16.8,Lima
2024-04-07,25.2,17.6,Lima
2024-04-08,24.2,15.4,Lima
2024-04-09,25.8,18.0,Lima
2024-04-10,24.6,17.0,Lima
2024-04-11,24.0,16.7,Lima
2024-04-12,25.3,16.9,Lima
2024-04-13,23.8,17.0,Lima
2024-04-14,24.7,15.6,Lima
2024-04-15,24.7,18.2,Lima
2024-04-16,25.8,17.0,Lima
2024-04-17,25.1,17.4,Lima
2024-04-18,24.6,17.8,Lima
2024-04-19,25.4,16.2,Lima
2024-04-20,26.0,17.4,Lima
2024-04-21,25.1,16.8,Lima
2024-04-22,24.5,17.7,Lima
2024-04-23,23.2,15.3,Lima
2024-04-24,23.4,16.9,Lima
2024-04-25,24.1,16.5,Lima
2024-04-26,23.8,17.3,Lima
2024-04-27,24.2,17.4,Lima
2024-04-28,24.4,16.4,Lima
2024-04-29,24.8,16.4,Lima
2024-04-30,24.2,16.9,Lima
2024-05-01,24.7,16.2,Lima
2024-05-02,24.3,17.6,Lima
2024-05-03,22.2,16.6,Lima
2024-05-04,23.2,14.6,Lima
2024-05-05,24.0,16.6,Lima
2024-05-06,22.9,16.1,Lima
2024-05-07,24.6,15.6,Lima
2024-05-08,25.5,15.9,Lima
2024-05-09,25.2,17.0,Lima
2024-05-10,23.7,17.9,Lima
2024-05-11,25.4,17.1,Lima
2024-05-12,24.0,16.3,Lima
2024-05-13,23.4,17.2,Lima
2024-05-14,23.1,16.4,Lima
2024-05-15,23.4,16.2,Lima
2024-05-16,23.3,15.8,Lima
2024-05-17,23.8,15.4,Lima
2024-05-18,23.7,16.4,Lima
2024-05-19,23.5,16.8,Lima
2024-05-20,23.9,16.6,Lima
2024-05-21,24.6,16.3,Lima
2024-05-22,24.3,15.9,Lima
2024-05-23,21.9,17.1,Lima
2024-05-24,20.7,15.6,Lima
2024-05-25,24.2,17.2,Lima
2024-05-26,21.8,15.8,Lima
2024-05-27,22.9,16.0,Lima
2024-05-28,21.9,15.4,Lima
2024-05-29,21.3,16.1,Lima
2024-05-30,23.6,17.3,Lima
2024-05-31,23.7,16.9,Lima
2024-06-01,22.3,17.2,Lima
2024-06-02,20.3,16.8,Lima
2024-06-03,22.3,15.5,Lima
2024-06-04,23.2,16.1,Lima
2024-06-05,21.2,15.7,Lima
2024-06-06,22.8,17.4,Lima
2024-06-07,22.6,15.3,Lima
2024-06-08,23.1,17.0,Lima
2024-06-09,22.6,17.0,Lima
2024-06-10,21.5,17.7,Lima
2024-06-11,23.6,15.9,Lima
2024-06-12,22.2,16.7,Lima
2024-06-13,22.3,18.0,Lima
2024-06-14,21.3,15.6,Lima
2024-06-15,21.8,14.8,Lima
2024-06-16,21.3,14.5,Lima
2024-06-17,21.9,16.6,Lima
2024-06-18,23.8,14.5,Lima
2024-06-19,20.6,15.7,Lima
2024-06-20,20.3,16.3,Lima
2024-06-21,23.4,16.0,Lima
2024-06-22,21.6,16.2,Lima
2024-06-23,21.1,16.0,Lima
2024-06-24,22.8,16.8,Lima
2024-06-25,21.1,15.0,Lima
2024-06-26,23.5,15.2,Lima
2024-06-27,22.3,15.1,Lima
2024-06-28,21.0,16.3,Lima
2024-06-29,23.6,16.4,Lima
2024-06-30,20.8,16.0,Lima
2024-07-01,22.1,16.5,Lima
2024-07-02,21.6,14.6,Lima
2024-07-03,22.6,16.8,Lima
2024-07-04,22.8,16.7,Lima
2024-07-05,21.2,16.0,Lima
2024-07-06,20.4,16.8,Lima
2024-07-07,21.5,14.1,Lima
2024-07-08,20.4,14.9,Lima
2024-07-09,23.0,14.7,Lima
2024-07-10,21.1,15.9,Lima
2024-07-11,20.5,14.4,Lima
2024-07-12,21.0,15.8,Lima
2024-07-13,19.4,16.3,Lima
2024-07-14,19.8,15.7,Lima
2024-07-15,21.9,15.3,Lima
2024-07-16,20.0,14.3,Lima
2024-07-17,19.6,14.4,Lima
2024-07-18,21.1,16.0,Lima
2024-07-19,21.7,15.6,Lima
2024-07-20,21.2,14.9,Lima
2024-07-21,21.4,14.6,Lima
2024-07-22,19.6,13.2,Lima
2024-07-23,18.9,14.0,Lima
2024-07-24,21.8,16.3,Lima
2024-07-25,19.9,13.7,Lima
2024-07-26,20.0,14.9,Lima
2024-07-27,21.5,15.5,Lima
2024-07-28,20.7,13.7,Lima
2024-07-29,20.6,14.8,Lima
2024-07-30,22.2,15.3,Lima
2024-07-31,19.4,14.6,Lima
2024-08-01,20.9,16.8,Lima
2024-08-02,20.0,13.2,Lima
2024-08-03,20.2,15.3,Lima
2024-08-04,21.4,14.3,Lima
2024-08-05,20.3,15.0,Lima
2024-08-06,20.3,14.7,Lima
2024-08-07,20.8,13.7,Lima
2024-08-08,19.4,14.5,Lima
2024-08-09,18.9,12.8,Lima
2024-08-10,18.6,14.7,Lima
2024-08-11,17.7,14.4,Lima
2024-08-12,21.7,14.7,Lima
2024-08-13,18.5,15.0,Lima
2024-08-14,19.3,14.4,Lima
2024-08-15,19.2,14.2,Lima
2024-08-16,19.8,13.3,Lima
2024-08-17,20.3,13.4,Lima
2024-08-18,20.3,14.9,Lima
2024-08-19,18.8,15.1,Lima
2024-08-20,19.2,13.7,Lima
2024-08-21,19.6,13.9,Lima
2024-08-22,19.1,13.1,Lima
2024-08-23,20.9,14.8,Lima
2024-08-24,19.8,14.3,Lima
2024-08-25,20.0,15.3,Lima
2024-08-26,19.9,13.1,Lima
2024-08-27,20.4,13.4,Lima
2024-08-28,19.4,13.9,Lima
2024-08-29,17.9,14.2,Lima
2024-08-30,19.6,13.5,Lima
2024-08-31,18.5,12.9,Lima
2024-09-01,18.6,14.3,Lima
2024-09-02,19.7,14.2,Lima
2024-09-03,20.3,12.8,Lima
2024-09-04,19.1,14.6,Lima
2024-09-05,19.4,14.4,Lima
2024-09-06,20.8,13.6,Lima
2024-09-07,19.3,13.5,Lima
2024-09-08,21.6,13.9,Lima
2024-09-09,19.6,12.7,Lima
2024-09-10,17.3,13.4,Lima
2024-09-11,19.8,11.7,Lima
2024-09-12,19.4,14.1,Lima
2024-09-13,20.3,12.1,Lima
2024-09-14,19.7,14.5,Lima
2024-09-15,18.9,13.0,Lima
2024-09-16,17.8,13.1,Lima
2024-09-17,18.8,12.8,Lima
2024-09-18,18.1,13.0,Lima
2024-09-19,18.4,14.4,Lima
2024-09-20,19.6,11.2,Lima
2024-09-21,20.7,14.2,Lima
2024-09-22,19.4,13.5,Lima
2024-09-23,17.8,12.2,Lima
